Languages	EFGIS							
								
Screen	PHRASE TABLE	SPACE	E	F	G	I	S	NOTES
FRONTEND	ACCELERATE_UP		(UP) ACCELERATE	(HAUT) ACCELERER	(OBEN) BESCHLEUNIGEN	???	(ARRIBA) ACELERAR	
FRONTEND	BRAKE_REVERSE		BRAKE / REVERSE	FREINER / RECULER	BREMSEN / RÜCKWÄRTS	???	FRENAR / MARCHA ATRÁS	
FRONTEND	BRAKE_REVERSE_DOWN		(DOWN) BRAKE / REVERSE	(BAS) FREINER / RECULER	(UNTEN) BREMSEN / RÜCKWÄRTS	???	(ABAJO) FRENAR / MARCHA ATRÁS	
FRONTEND	E_BRAKE		E-BRAKE	FREIN A MAIN	HANDBREMSE	???	FRENO DE MANO	
FRONTEND	LOOK_UP		LOOK UP	REGARDER VERS LE HAUT	NACH OBEN SCHAUEN	???	MIRAR ARRIBA	
FRONTEND	LOOK_BACK		LOOK BACK	REGARDER EN ARRIERE	NACH HINTEN SCHAUEN	???	MIRAR ABAJO	
FRONTEND	LOOK_LEFT		LOOK LEFT	REGARDER VERS LA GAUCHE	NACH LINKS SCHAUEN	???	MIRAR A LA IZQUIERDA	
FRONTEND	LOOK_RIGHT		LOOK RIGHT	REGARDER VERS LA DROITE	NACH RECHTS SCHAUEN	???	MIRAR A LA DERECHA	
FRONTEND	LOOK_BACK_L2_R2		(L2 button + R2 button) LOOK BACK	(Touches L2 + R2) RETROVISEUR	(L2-Taste + R2-Taste) NACH HINTEN SCHAUEN	???	(Botón L2 + botón R2) MIRAR ATRÁS	
FRONTEND	HORN_TAUNT		HORN	KLAXONNER	HUPEN	???	PITAR	
FRONTEND	HORN_TAUNT_DOWN		(DOWN) HORN	(BAS) KLAXONNER	(UNTEN) HUPEN	???	(ABAJO) PITAR	
FRONTEND	HORN_TAUNT_CLICK		(CLICK) HORN	(CLIQUER) KLAXONNER	(KLICKEN) HUPEN	???	(CLIC) PITAR	
FRONTEND	GET_OUT_OF_CAR		GET OUT OF CAR	SORTIR DE LA VOITURE	AUSSTEIGEN	???	BAJAR DEL COCHE	
FRONTEND	RESET_CAR		RESET CAR	REINITIALISER LA VOITURE	AUTO ZURÜCKSETZEN	???	APAGAR EL COCHE	
FRONTEND	RESET_CAR_UP		(UP) RESET CAR	(HAUT) REINITIALISER LA VOITURE	(OBEN) AUTO ZURÜCKSETZEN	???	(ARRIBA) APAGAR EL COCHE	
FRONTEND	ALTERNATE_GAS		ALTERNATE GAS	ESSENCE ALTERNATIVE	ALTERNATIVES GAS	???	ALTERNAR ACELERADOR	
FRONTEND	ALTERNATE_EBRAKE		ALTERNATE E-BRAKE	FREIN A MAIN ALTERNATIF	ALTERNATIVE HANDBREMSE	???	ALTERNAR FRENO DE MANO	
FRONTEND	PAUSE		PAUSE	PAUSE	PAUSE	???	PAUSA	
FRONTEND	MOVE_CHARACTER		MOVE CHARACTER	DEPLACER LE PERSONNAGE	FIGUR BEWEGEN	???	MOVER AL PERSONAJE	
FRONTEND	CAMERA_ZOOM_IN_OUT		(UP / DOWN) CAMERA ZOOM IN / OUT	(HAUT / BAS) ZOOMER / DEZOOMER	(OBEN / UNTEN) VERGRÖSSERN / VERKLEINERN	???	(ARRIBA / ABAJO) ZOOM DE LA CÁMARA ADELANTE / ATRÁS	
FRONTEND	ROTATE_CAMERA		(LEFT / RIGHT) ROTATE CAMERA	(GAUCHE / DROITE) PIVOTER LA CAMERA	(LINKS / RECHTS) KAMERA DREHEN	???	(IZQUIERDA / DERECHA) ROTAR LA CÁMARA	
FRONTEND	JUMP		JUMP	SAUTER	SPRINGEN	???	SALTAR	
FRONTEND	GET_IN_CAR_TALK_TO_CHARACTER		GET IN CAR / TALK TO CHARACTER	MONTER EN VOITURE / PARLER	EINSTEIGEN / MIT FIGUR REDEN	???	SUBIRSE AL COCHE / HABLAR CON EL PERSONAJE	
FRONTEND	DASH_SPRINT		DASH / SPRINT	COURSE / SPRINT	SPURTEN / SPRINTEN	???	PRISA / SPRINT	
FRONTEND	ATTACK		ATTACK	ATTAQUER	ANGREIFEN	???	ATACAR	
FRONTEND	ZOOM_FOV		CAMERA ZOOM	ZOOM	KAMERA-ZOOM	???	ZOOM DE LA CÁMARA	
FRONTEND	CAR_LOOK_UP_BEHIND		(UP / DOWN) LOOK UP / BACK	(HAUT / BAS) REGARD VERS LE HAUT / EN ARRIERE	(OBEN / UNTEN) NACH OBEN / HINTEN SCHAUEN	???	(ARRIBA / ABAJO) MIRAR ARRIBA / ATRÁS	
FRONTEND	CAR_LOOK_LEFT_RIGHT		(LEFT / RIGHT) LOOK LEFT / RIGHT	(GAUCHE / DROITE) REGARDER VERS LA GAUCHE / DROITE	(LINKS / RECHTS) NACH LINKS / RECHTS SCHAUEN	???	(IZQUIERDA / DERECHA) MIRAR A IZQUIERDA / DERECHA	
FRONTEND	CLICK_ENTER_FIRST_PERSON		(CLICK) TOGGLE FIRST PERSON VIEW	(CLIQUER) BASCULE VUE PREMIERE PERSONNE	(KLICKEN) AUF DIREKTE SICHT UMSCHALTEN	???	(CLIC) CAMBIAR A VISTA DE PRIMERA PERSONA	
FRONTEND	ENTER_FIRST_PERSON		TOGGLE FIRST PERSON VIEW	BASCULE VUE PREMIERE PERSONNE	AUF DIREKTE SICHT UMSCHALTEN	???	CAMBIAR A VISTA DE PRIMERA PERSONA	
FRONTEND	CHANGE_CAMERA		CHANGE CAMERA	CHANGER DE CAMERA	KAMERA WECHSELN	???	CAMBIAR CÁMARA	
FRONTEND	DISPLAY		Display:	Affichage :	Anzeige:	???	Vista:	
FRONTEND	IN_CAR		In Car	Dans la voiture	Im Auto	???	En coche	
FRONTEND	ON_FOOT		On Foot	A pied	Zu Fuß	???	A pie	
FRONTEND	VIBRATION		Vibration:	Vibration :	Vibration:	???	Vibración:	
FRONTEND	RUMBLE		Rumble:	Vibration :	Rumble:	???	Vibración:	
FRONTEND	MUSIC		MUSIC	MUSIQUE	MUSIK	???	MÚSICA	
FRONTEND	EFFECTS		EFFECTS	SONS	EFFEKTE	???	EFECTOS	
FRONTEND	ENGINE		VEHICLE	VEHICULE	FAHRZEUG	???	VEHÍCULO	
FRONTEND	VOICE		VOICE	VOIX	SPRACHE	???	VOZ	
FRONTEND	MONO_SOUND		MONO SOUND	SON MONO	MONO-SOUND	???	SONIDO MONO	
FRONTEND	STEREO_SOUND		STEREO SOUND	SON STEREO	STEREO-SOUND	???	SONIDO ESTÉREO	
FRONTEND	SURROUND_SOUND		SURROUND SOUND	SON SURROUND	SURROUND-SOUND	???	SONIDO SURROUND	
FRONTEND	MU_UNFORMATTED_STATUS_(GC)		*	*	*	???	*	
FRONTEND	MU_UNFORMATTED_STATUS_(PS2)		Memory card (8MB) (for PlayStation®2) is unformatted	La memory card (8MB) (pour PlayStation®2) n'est pas formatée	Die Memory Card (8 MB) (für PlayStation®2) ist nicht formatiert.	???	La memory card (8MB) (para PlayStation®2) no tiene formato	
FRONTEND	MU_UNFORMATTED_STATUS_(XBOX)		Unusable	Inutilisable	Unbrauchbar	???	Inutilizable	
FRONTEND	MU_INVALID_STATUS_(GC)		This device is not supported. Replace with a Memory Card.	Ce périphérique n'est pas compatible. Remplacez-le par une Memory Card (carte mémoire).	Dieses Gerät wird nicht unterstützt. Bitte steck eine Memory Card (Speicherkarte) ein.	???	Este dispositivo es incompatible. Reemplazar por una Memory Card (tarjeta de memoria).	
FRONTEND	MU_INVALID_STATUS_(PS2)		Memory card (8MB) (for PlayStation®2) is unusable.	La memory card (8MB) (pour PlayStation®2) est inutilisable.	Die Memory Card (8 MB) (für PlayStation®2) ist unbrauchbar.	???	No se puede usar la memory card (8MB) (para PlayStation®2)	
FRONTEND	MU_INVALID_STATUS_(XBOX)		Unusable	Inutilisable	Unbrauchbar	???	Inutilizable	
FRONTEND	MU_WRONG_TYPE_STATUS_(GC)		This Memory Card is unusable.	Cette Memory Card (carte mémoire) est inutilisable.	Diese Memory Card (Speicherkarte) ist unbrauchbar.	???	No se puede usar esta Memory Card (tarjeta de memoria)	
FRONTEND	MU_WRONG_TYPE_STATUS_(PS2)		Memory card is incompatible with The Simpsons Hit & Run.  It cannot be used.	Cette memory card n'est pas compatible avec The Simpsons Hit & Run. Elle ne peut pas être utilisée.	Die Memory Card (8 MB) (für PlayStation®2) ist nicht mit THE SIMPSONS HIT & RUN kompatibel. Sie kann nicht verwendet werden.	???	Esta Memory card (tarjeta de memoria) es incompatible con The Simpsons Hit & Run. No se puede usar.	
FRONTEND	MU_WRONG_TYPE_STATUS_(XBOX)		Unusable	Inutilisable	Unbrauchbar	???	Inutilizable	
FRONTEND	MU_WRONG_ENCODING_STATUS_(GC)		*	*	*	???	*	
FRONTEND	MU_WRONG_ENCODING_STATUS_(PS2)		Memory card (8MB) (for PlayStation®2) is encoded for different market.	La memory card (8MB) (pour PlayStation®2) est prévue pour un autre marché.	Memory Card (8 MB) (für PlayStation®2) ist für andere Region kodiert.	???	La memory card (8MB) (para PlayStation®2) está codificada para otro mercado	
FRONTEND	MU_WRONG_ENCODING_STATUS_(XBOX)		Unusable	Inutilisable	Unbrauchbar	???	Inutilizable	
FRONTEND	MU_DAMAGED_STATUS_(GC)		This Memory Card is damaged and cannot be used.	Cette Memory Card (carte mémoire) est endommagée et ne peut pas être utilisée.	Diese Memory Card (Speicherkarte) ist beschädigt und kann nicht verwendet werden.	???	Esta Memory Card (tarjeta de memoria) está dañada y no se puede utilizar.	
FRONTEND	MU_DAMAGED_STATUS_(PS2)		This memory card (8MB) (for PlayStation®2) is damaged and cannot be used.	Cette memory card (carte mémoire) (8MB) (pour PlayStation®2) est endommagée et ne peut pas être utilisée.	Diese Memory Card (8 MB) (für PlayStation®2) ist beschädigt und kann nicht verwendet werden.	???	Esta memory card (8MB) (para PlayStation®2) está dañada y no se puede utilizar.	
FRONTEND	MU_DAMAGED_STATUS_(XBOX)		This Memory Card is damaged and cannot be used.	Cette carte mémoire est endommagée et ne peut pas être utilisée.	Diese Memory Unit ist beschädigt oder kann nicht verwendet werden.	???	Esta unidad de memoria está dañada y no se puede utilizar.	
FRONTEND	MU_FULL_STATUS_(GC)		Insufficient space to save to this Memory Card. The Simpsons Hit & Run requires 1 file and 2 blocks.	Il n'y a pas assez d'espace libre ou le nombre de fichiers excède la limite de la Memory Card (carte mémoire).	Ungenügend Platz zum Speichern auf dieser Memory Card (Speicherkarte). THE SIMPSONS HIT & RUN benötigt 1 Speicherplatz und 2 Blöcke.	???	No hay espacio suficiente para guardar en esta Memory Card (tarjeta de memoria). The Simpsons Hit & Run necesita 1 archivo y 2 bloques.	
FRONTEND	MU_FULL_STATUS_(PS2)		Insufficient space on memory card (8MB) (for PlayStation®2). The Simpsons Hit & Run requires 221 KB of free space to save game.	Espace insuffisant sur la memory card (8MB) (pour PlayStation®2). The Simpsons Hit & Run nécessite 221 KB d'espace libre pour sauvegarder.	Ungenügend Platz auf der Memory Card (8 MB) (für PlayStation®2). Legen Sie eine Memory Card (8MB) (für PlayStation®2) mit mindestens 221 KB freiem Speicherplatz ein oder schaffen Sie Platz mit Hilfe des internen Browsers der Konsole.	???	No hay espacio suficiente en la memory card (8MB) (para PlayStation®2). The Simpsons Hit & Run necesita 221 KB de espacio libre para guardar la partida.	
FRONTEND	MU_FULL_STATUS_(XBOX)		Full/Unusable	Pleine/Inutilisable	Voll/Nicht verwendbar	???	Llena / Inutilizable	
FRONTEND	MU_FULL_STATUS_(XBOX_HD)		FULL	PLEINE	VOLL	???	LLENA	
FRONTEND	SELECT_MEMORY_DEVICE_(GC)		Select Memory Card	Sélectionner la Memory Card (carte mémoire)	Memory Card (Speicherkarte) wählen	???	Seleccionar Memory Card (tarjeta de memoria)	
FRONTEND	SELECT_MEMORY_DEVICE_(PS2)		Select memory card (8MB) (for PlayStation®2)	Sélectionner la memory card (8MB) (pour PlayStation®2)	Memory Card (8 MB) (für PlayStation®2) auswählen	???	Selecciona la memory card (8MB) (para PlayStation®2)	
FRONTEND	SELECT_MEMORY_DEVICE_(XBOX)		Select Xbox Memory Unit or hard disk	Sélectionner la carte mémoire Xbox ou le disque dur	Xbox Memory Unit oder Festplatte auswählen	???	Selecciona la unidad de memoria o el disco de memoria de Xbox	
FRONTEND	SELECT_ANOTHER_MEMORY_DEVICE_(GC)		Select another Memory Card	Sélectionner une autre Memory Card (carte mémoire)	Eine andere Memory Card (Speicherkarte) wählen	???	Seleccionar otra Memory Card (tarjeta de memoria)	
FRONTEND	SELECT_ANOTHER_MEMORY_DEVICE_(PS2)		Select another memory card (8MB) (for PlayStation®2)	Sélectionner une autre memory card (8MB) (pour PlayStation®2)	Andere Memory Card (8 MB) (für PlayStation®2) auswählen	???	Selecciona otra memory card (8MB) (para PlayStation®2)	
FRONTEND	SELECT_ANOTHER_MEMORY_DEVICE_(XBOX)		Select another Memory Device	Sélectionner une autre carte mémoire Xbox	Anderes Speichermedium auswählen	???	Selecciona otro dispositivo de memoria	
FRONTEND	MEMCARD_FULL_NO_EXISTING_(GC)		Insufficient space to save to this Memory Card. The Simpsons Hit & Run requires 1 file and 2 blocks.	Il n'y a pas assez d'espace libre ou le nombre de fichiers excède la limite de la Memory Card (carte mémoire).	Ungenügend Platz zum Speichern auf dieser Memory Card (Speicherkarte). THE SIMPSONS HIT & RUN benötigt 1 Speicherplatz und 2 Blöcke.	???	No hay espacio suficiente para guardar en esta Memory Card (tarjeta de memoria). The Simpsons Hit & Run necesita 1 archivo y 2 bloques.	
FRONTEND	MEMCARD_FULL_NO_EXISTING_(PS2)		Insufficient space on memory card (8MB) (for PlayStation®2). The Simpsons Hit & Run requires 221 KB of free space to save game.	Espace insuffisant sur la memory card (8MB) (pour PlayStation®2). The Simpsons Hit & Run nécessite 221 KB d'espace libre pour sauvegarder.	"Ungenügend Speicherplatz auf der Memory Card (8MB) (für PlayStation®2) in MEMORY CARD-Steckplatz $. The Simpsons Hit & Run benötigt 221 KB freien Speicherplatz, um Daten zu speichern."	???	No hay espacio suficiente en la memory card (8MB) (para PlayStation®2). The Simpsons Hit & Run necesita 221 KB de espacio libre para guardar la partida.	
FRONTEND	MEMCARD_FULL_NO_EXISTING_(XBOX_MU)		Insufficient space on Xbox Memory Unit. The Simpsons Hit & Run requires 3 free blocks to save game.	Espace insuffisant sur la carte mémoire Xbox. The Simpsons Hit & Run nécessite 3 blocs d'espace libre pour sauvegarder	"Ungenügend Platz auf der Xbox Memory Unit. THE SIMPSONS HIT & RUN benötigt 3 freie Blöcke, um Spiele zu speichern."	???	No hay espacio suficiente en la unidad de memoria de Xbox. The Simpsons Hit & Run necesita 3 bloques libres para guardar la partida.	
FRONTEND	MEMCARD_FULL_NO_EXISTING_(XBOX_HD)		Insufficient space on Xbox Hard Disk. The Simpsons Hit & Run requires 3 free blocks to save game.	Espace insuffisant sur le disque dur Xbox. The Simpsons Hit & Run nécessite 3 blocs d'espace libre pour sauvegarder	"Ungenügend Platz auf der Xbox Festplatte. THE SIMPSONS HIT & RUN benötigt 3 freie Blöcke, um Spiele zu speichern."	???	No hay espacio suficiente en el disco de memoria de Xbox. The Simpsons Hit & Run necesita 3 bloques libres para guardar la partida.	
FRONTEND	MEMCARD_FULL_HAS_EXISTING_(GC)		Insufficient space to save to this Memory Card. The Simpsons Hit & Run requires 1 file and 2 blocks. Existing files may be overwritten.	Il n'y a pas assez d'espace libre sur la Memory Card (carte mémoire). The Simpsons Hit & Run nécessite 1 fichier et 2 blocs. Les fichiers existants peuvent être écrasés.	Ungenügend Platz zum Speichern auf dieser Memory Card (Speicherkarte). THE SIMPSONS HIT & RUN benötigt 1 Speicherplatz und 2 Blöcke.	???	No hay espacio suficiente para guardar en esta Memory Card (tarjeta de memoria). The Simpsons Hit & Run necesita 1 archivo y 2 bloques.	
FRONTEND	MEMCARD_FULL_HAS_EXISTING_(PS2)		Insufficient space on memory card (8MB) (for PlayStation®2). The Simpsons Hit & Run requires 221 KB of free space to save game. You can only overwrite existing save file.	Espace insuffisant sur la memory card (8MB) (pour PlayStation®2). The Simpsons Hit & Run nécessite 221 KB pour sauvegarder. Vous ne pouvez qu'écraser la sauvegarde.	"Ungenügend Speicherplatz auf der Memory Card (8MB) (für PlayStation®2) in MEMORY CARD-Steckplatz $. The Simpsons Hit & Run benötigt 221 KB freien Speicherplatz, um Daten zu speichern. Eine bestehende Datei muss überschrieben werden."	???	No hay espacio suficiente en la memory card (8MB) (para PlayStation®2). The Simpsons Hit & Run necesita 221 KB de espacio libre para guardar la partida. Sólo se puede sobrescribir el archivo guardado.	
FRONTEND	MEMCARD_FULL_HAS_EXISTING_(XBOX_MU)		Insufficient space on Xbox Memory Unit to create new game. You can only overwrite an existing save game.	Espace insuffisant sur la carte mémoire Xbox pour créer un nouveau fichier. Vous ne pouvez qu'écraser la sauvegarde.	Ungenügend Platz auf der Xbox Memory Unit zum Anlegen eines neuen Spiels. Ein bestehender Spielstand muss überschrieben werden.	???	No hay espacio suficiente en la unidad de memoria de Xbox para crear una nueva partida. Sólo se puede sobrescribir una partida guardada.	
FRONTEND	MEMCARD_FULL_HAS_EXISTING_(XBOX_HD)		Insufficient space on Xbox Hard Disk to create new game. You can only overwrite an existing save game.	Espace insuffisant sur le disque dur Xbox pour créer un nouveau fichier. Vous ne pouvez qu'écraser la sauvegarde.	Ungenügend Platz auf der Xbox Festplatte zum Anlegen eines neuen Spiels. Ein bestehender Spielstand muss überschrieben werden.	???	No hay espacio suficiente en el disco de memoria de Xbox para crear una nueva partida. Sólo se puede sobrescribir la partida guardada.	
FRONTEND	MEMCARD_HAS_MORE_FILES_(GC)		*	*	*	???	*	
FRONTEND	MEMCARD_HAS_MORE_FILES_(PS2)		*	*	*	???	*	
FRONTEND	MEMCARD_HAS_MORE_FILES_(XBOX_MU)		There are more saves found than the game can show. The Simpsons Hit & Run only supports 4 save games. 	Il y a plus de sauvegardes que le jeu peut en afficher. The Simpsons Hit & Run ne permet que 4 sauvegardes. 	"Es wurden mehr Spielstände gefunden, als das Spiel anzeigen kann. THE SIMPSONS HIT & RUN unterstützt nur 4 Spielstände. "	???	Se han encontrado más partidas guardadas de las que el juego puede mostrar. The Simpsons Hit & Run sólo puede guardar 4 partidas. 	
FRONTEND	NO_MEMORY_DEVICE_(GC)		No Memory Cards Available.	Pas de Memory Card (carte mémoire) disponible.	Keine Memory Cards (Speicherkarten) vorhanden.	???	No hay ninguna Memory Card (tarjeta de memoria) disponible.	
FRONTEND	NO_MEMORY_DEVICE_(PS2)		No memory card (8MB) (for PlayStation®2) inserted in MEMORY CARD slot 1 or MEMORY CARD slot 2.	Pas de memory card (8MB) (pour PlayStation®2) dans les fentes pour MEMORY CARD (carte mémoire) Nº1 ou Nº2.	Keine Memory Card (8 MB) (für PlayStation®2) in MEMORY CARD-Steckplatz 1 oder MEMORY CARD-Steckplatz 2.	???	No hay memory card (8MB) (para PlayStation®2) en la ranura de MEMORY CARD 1 o en la ranura de MEMORY CARD 2.	
FRONTEND	NO_MEMORY_DEVICE_(XBOX)		No Xbox Memory Units Available.	Pas de carte mémoire Xbox	Keine Xbox Memory Units vorhanden.	???	No hay unidades de memoria Xbox disponibles.	
FRONTEND	FREE_SPACE		Free Blocks:	Espace libre :	Freie Blöcke:	???	Bloques libres:	
FRONTEND	EMPTY_SLOT		< EMPTY SLOT >	< VIDE >	< LEER >	???	< RANURA VACÍA >	
FRONTEND	FULL_SLOT		< FULL >	< PLEINE >	< VOLL >	???	< LLENA >	
FRONTEND	CORRUPT_SLOT_(GC)		< Corrupt File >	< Fichier corrompu >	< Beschädigte Datei >	???	< Archivo dañado >	
FRONTEND	CORRUPT_SLOT_(PS2)		< Corrupted Save >	< Sauvegarde corrompue >	< Beschädigter Spielstand >	???	< Guardado dañado >	
FRONTEND	CORRUPT_SLOT_(XBOX)		< Corrupted Save >	< Sauvegarde corrompue >	< Beschädigter Spielstand >	???	Corrupta	
FRONTEND	LOAD_GAME_FROM		Load from:	Charger depuis :	Laden von:	???	Cargar de:	
FRONTEND	SAVE_GAME_TO		Save to:	Sauvegarder sur :	Speichern auf:	???	Guardar en:	
FRONTEND	CARD		Card	Carte	Karte	???	Tarjeta	
FRONTEND	INTRO_MOVIE		GAME INTRODUCTION	INTRODUCTION	SPIEL - EINFÜHRUNG	???	INTRODUCCIÓN AL JUEGO	
FRONTEND	MOVIE_1		LEVEL 1 INTRODUCTION	INTRODUCTION NIVEAU 1	LEVEL 1 - EINFÜHRUNG	???	INTRODUCCIÓN AL NIVEL 1	
FRONTEND	MOVIE_2		LEVEL 1 MOVIE	FILM NIVEAU 1	LEVEL 1 - FILM	???	PELÍCULA DEL NIVEL 1	
FRONTEND	MOVIE_3		LEVEL 2 MOVIE	FILM NIVEAU 2	LEVEL 2 - FILM	???	PELÍCULA DEL NIVEL 2	
FRONTEND	MOVIE_4		LEVEL 4 MOVIE	FILM NIVEAU 4	LEVEL 4 - FILM	???	PELÍCULA DEL NIVEL 4	
FRONTEND	MOVIE_5		LEVEL 5 MOVIE	FILM NIVEAU 5	LEVEL 5 - FILM	???	PELÍCULA DEL NIVEL 5	
FRONTEND	MOVIE_6		LEVEL 6 MOVIE	FILM NIVEAU 6	LEVEL 6 - FILM	???	PELÍCULA DEL NIVEL 6	
FRONTEND	MOVIE_7		LEVEL 7 MOVIE	FILM NIVEAU 7	LEVEL 7 - FILM	???	PELÍCULA DEL NIVEL 7	
FRONTEND	MOVIE_8		BONUS MOVIE	FILM BONUS	BONUS-FILM	???	PELÍCULA EXTRA	
FRONTEND	USE_MEMORY_CARD_SCREEN		"To manage the contents of your Memory Card, use the Memory Card Screen."	"Pour gérer le contenu de la Memory Card (carte mémoire), utilisez l'écran Memory Card (carte mémoire)."	"Begeben Sie sich zum Memory Card (Speicherkarte)-Menü, um den Inhalt der Memory Card (Speicherkarte) zu verwalten."	???	"Para reorganizar los contenidos de tu Memory Card (tarjeta de memoria), utiliza la pantalla de Memory Card (tarjeta de memoria)."	
MINIGAME	DNF		DNF	---	---	???	---	
MINIGAME	SELECT_TRACK_AND_NUM_LAPS		SELECT TRACK AND NUMBER OF LAPS	CHOIX DU CIRCUIT ET NOMBRE DE TOURS	STRECKE UND RUNDENZAHL WÄHLEN	???	SELECCIONAR PISTA Y NÚMERO DE VUELTAS	
MINIGAME	CHANGE_TRACK_DIRECTION		Change Track Direction	Inversion du circuit	Strecken-Richtung umkehren	???	Cambiar la dirección de la marcha	
MINIGAME	WAITING_FOR_OTHER_PLAYERS		Waiting for other players...	En attente des autres joueurs...	Warten auf Spieler...	???	Esperando a otros jugadores...	
MINIGAME	RACE_SUMMARY		Race Series Standings	Classement final	Rennserien-Ergebnisse	???	Posición de las series de carreras	
MINIGAME	WINS		Wins	Victoires	Siege	???	Gana	
MINIGAME	POINTS		Points	Points	Punkte	???	Puntos	
MINIGAME	TOTAL_TIME		Total Time	Temps	Gesamt- zeit	???	Tiempo total	
MINIGAME	BEST_LAP		Best Lap	Meilleur tour	Beste Runde	???	Mejor vuelta	
MINIGAME	0_LAPS		x 0	x 0	x 0	???	x 0	*** Do not translate! ***
MINIGAME	1_LAPS		x 1	x 1	x 1	???	x 1	*** Do not translate! ***
MINIGAME	2_LAPS		x 2	x 2	x 2	???	x 2	*** Do not translate! ***
MINIGAME	3_LAPS		x 3	x 3	x 3	???	x 3	*** Do not translate! ***
MINIGAME	4_LAPS		x 4	x 4	x 4	???	x 4	*** Do not translate! ***
MINIGAME	5_LAPS		x 5	x 5	x 5	???	x 5	*** Do not translate! ***
MINIGAME	6_LAPS		x 6	x 6	x 6	???	x 6	*** Do not translate! ***
MINIGAME	7_LAPS		x 7	x 7	x 7	???	x 7	*** Do not translate! ***
MINIGAME	8_LAPS		x 8	x 8	x 8	???	x 8	*** Do not translate! ***
MINIGAME	9_LAPS		x 9	x 9	x 9	???	x 9	*** Do not translate! ***
INGAME	GO		GO!	ALLEZ !	LOS!	???	¡YA!	
INGAME	COINS		coins	pièces	Münzen	???	monedas	
INGAME	LAPS		LAPS	TOURS	RUNDEN	???	VUELTAS	
INGAME	KMH		kmh	kmh	km/h	???	KM/H	
INGAME	MPH		mph	mph	mph	???	MP/H	
INGAME	PAUSED		PAUSE MENU	MENU PAUSE	PAUSE-MENÜ	???	MENÚ PAUSA	
INGAME	PRESS_START_RESUME_PLAY_GC		Press START to continue	Appuyez sur START pour continuer	"START drücken, um fortzufahren"	???	Pulsar START para continuar	
INGAME	PRESS_START_RESUME_PLAY_PS2		Press START button to Continue	Appuyer sur START pour continuer	Weiter mit START	???	Pulsa el botón START para continuar	
INGAME	PRESS_START_RESUME_PLAY_XBOX		Press START to Continue	Appuyer sur START pour continuer	"START drücken, um fortzufahren"	???	Presionar START para continuar	
INGAME	CONTINUE_(PAUSE)		CONTINUE	CONTINUER	WEITER	???	CONTINUAR	
INGAME	LEVEL_PROGRESS		LEVEL PROGRESS	PROGRESSION	LEVEL-FORTSCHRITT	???	ESTADO DEL NIVEL	
INGAME	VIEW_CARDS		VIEW CARDS	VOIR LES CARTES	KARTEN ANZEIGEN	???	VER LAS CARTAS	
INGAME	QUIT_GAME		QUIT GAME	QUITTER	SPIEL BEENDEN	???	SALIR	
INGAME	SAVE_GAME		SAVE GAME	SAUVEGARDER	SPIEL SPEICHERN	???	GUARDAR PARTIDA	
INGAME	USE_MISSION_SELECT		Use Mission Select to return to this level	Passez par l'écran de sélection de la mission pour revenir dans ce niveau	Über die Missionswahl kannst du zu diesem Level zurückkehren.	???	Usa Seleccionar Misión para volver a este nivel	
INGAME	MISSION_SELECT		MISSION SELECT	CHOIX DE LA MISSION	MISSIONSWAHL	???	SELECCIONAR MISIÓN	
INGAME	RESTART_MISSION		RESTART MISSION	REJOUER	MISSION NEU STARTEN	???	REINICIAR MISIÓN	
